gene,11-00466,11-00473,11-00476,11-00478,11-00499,11-00503,12-00016,12-00032,12-00035,12-00069,12-00071,12-00085,12-00109,12-00111,12-00116,12-00123,12-00125,12-00127,12-00145,12-00154
FAM181B,0,0,0,3,8,0,0,17,201,0,1,0,0,7,9,0,13,0,0,1
FAM182A,0,5,0,3,0,0,0,0,0,1,1,6,3,0,16,0,1,0,0,0
FAM182B,2,5,0,10,0,0,1,1,1,1,1,1,1,0,1,0,2,0,0,0
FAM183A,0,0,0,18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FAM183B,2,8,2,13,7,2,2,5,1,7,6,2,5,2,2,4,9,1,1,0
FAM184A,1,3,0,25,6,7,10,6,8,5,8,3,19,14,4,5,8,2,2,1
FAM184B,21,862,5,569,110,252,225,152,98,89,92,92,224,137,166,100,128,215,119,121
FAM185A,16,172,17,130,190,239,163,86,209,343,255,63,298,93,144,297,223,239,203,239
FAM186A,0,2,0,2,3,8,5,1,6,0,7,3,5,1,1,5,2,5,3,1
FAM186B,6,36,3,38,15,47,54,40,28,35,32,12,41,6,71,17,86,25,21,38
FAM187B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM188A,79,906,20,819,563,967,433,568,565,668,459,428,773,586,710,704,282,579,549,700
FAM188B,0,0,0,0,0,0,0,0,2,2,2,0,2,0,0,0,3,0,0,2
FAM189A1,0,1,0,0,0,0,0,0,0,0,0,1,8,0,7,0,11,0,2,0
FAM189A2,3,0,0,0,2,2,0,0,1,1,1,4,1,0,5,0,3,0,0,1
FAM189B,245,578,85,1086,734,792,874,492,870,1066,638,823,648,523,1731,802,2353,439,660,922
FAM192A,1202,7433,769,7018,2936,3773,3209,2641,2921,4622,2298,1924,3000,2532,2707,3896,2568,2304,2562,2463
FAM193A,231,1774,91,2186,1613,2265,2212,1589,1993,2445,1778,1647,2264,1339,2816,2524,3609,1726,1536,1690
FAM193B,1944,9232,1916,11915,3257,2864,3713,3815,3197,3563,2830,1726,4514,2525,1862,2673,10712,3965,1504,2642
FAM194A,1,14,1,5,18,18,15,8,9,35,6,8,20,1,66,19,67,8,7,51
FAM194B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM195A,150,1372,103,1153,303,513,685,429,538,887,678,320,737,331,509,621,1680,711,701,928
FAM195B,526,2062,978,1908,1797,1550,1626,1158,1243,3249,1261,1633,2869,1257,3273,1872,9378,1866,2002,3601
FAM196A,2,0,0,10,10,7,10,0,1,0,0,0,0,1,6,9,0,3,0,1
FAM196B,5,12,4,9,19,12,16,34,20,13,13,7,12,5,2,12,15,23,5,6
FAM197Y2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM197Y5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM198A,1,11,0,45,26,23,0,1,22,2,8,37,2,7,36,10,380,0,0,9
FAM198B,7,15,6,3561,360,6865,4704,7310,6170,2064,880,838,2657,7335,2013,4937,484,781,1694,20
FAM199X,41,1765,11,1862,1484,2806,2327,1718,1408,1702,1284,1643,2501,1862,2966,1943,826,1924,1650,1490
FAM19A1,0,1,0,2,0,4,1,0,4,2,0,0,11,4,1,0,0,1,1,0
FAM19A2,0,8,0,133,194,82,12,183,31,58,9,1,108,1173,1642,77,26,27,44,72
FAM19A3,0,1,0,3,2,0,0,0,0,0,4,1,1,2,2,3,1,0,0,2
FAM19A4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM19A5,3,5,0,8,0,54,1,0,6,1,7,13,8,0,109,8,118,14,7,8
FAM200A,21,244,14,258,39,353,150,54,178,466,180,77,167,191,174,394,77,277,226,80
FAM200B,34,544,15,1137,957,1069,665,1192,740,841,680,618,573,1728,569,681,892,432,433,356
FAM201A,1,2,0,34,448,18,2,311,194,131,769,64,75,284,13,135,487,2,6,19
FAM203A,4,58,1,68,57,64,73,41,84,166,118,70,99,44,120,184,204,64,146,95
FAM204A,101,1625,35,1304,868,1568,1281,1182,1313,2086,898,707,1862,1139,1178,1627,420,1115,1320,1388
FAM205A,0,0,0,1,5,9,1,8,25,0,9,2,0,3,1,5,3,0,0,0
FAM205B,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
FAM206A,12,560,10,641,386,807,541,507,761,824,578,419,800,631,486,908,137,549,564,608
FAM207A,54,762,28,732,363,346,392,245,414,599,435,348,712,257,734,545,1434,488,394,602
FAM208A,68,3840,39,3568,3473,7064,5401,4581,4481,7019,4051,2682,4822,4576,5893,4285,1485,2671,4233,3261
FAM208B,144,2242,35,1964,1116,3534,2548,1410,2815,2805,3698,1439,2716,1243,2712,4619,731,2068,2727,2095
FAM209A,7,20,4,23,28,18,13,12,9,4,5,12,15,2,18,9,16,5,6,6
FAM209B,12,12,11,39,26,6,7,19,7,10,6,19,17,11,17,7,8,10,3,10
FAM20A,12,2,0,43,213,174,59,37,432,24,31,141,343,163,35,343,26,27,9,3
FAM20B,70,1617,30,1457,1564,3232,2566,1649,2662,2970,2859,2300,3378,2055,3019,3611,1004,1776,2955,1787
FAM20C,87,76,53,1673,202,1143,1127,1075,1250,370,14,132,536,42,6,1007,287,441,447,108
FAM210A,30,828,15,618,270,676,597,200,492,1064,703,398,571,352,702,1049,221,482,662,679
FAM210B,23,469,15,1737,1351,1891,2127,1378,1752,2210,1066,1077,1693,1379,1764,2197,834,616,956,1471
FAM211A,4,354,2,339,200,39,105,222,63,94,91,321,94,259,972,56,204,25,25,49
FAM211B,138,43,14,99,220,40,171,155,153,165,30,86,66,20,77,146,873,31,56,33
FAM212A,158,2148,72,731,278,968,631,63,294,1974,472,518,1397,142,1811,967,2694,1437,1228,1558
FAM212B,98,550,17,181,1504,879,340,1582,1050,467,220,376,561,1526,1848,691,1889,487,475,407
FAM213A,1,109,0,284,294,77,445,51,36,240,131,272,13,400,947,52,249,1,2,159
FAM213B,30,215,6,559,398,350,592,279,409,1098,323,750,885,314,1457,481,1599,424,601,1261
FAM214A,39,1368,24,1254,802,1426,1660,1013,1257,1356,879,746,1511,746,1706,1132,182,1314,641,837
FAM214B,378,543,162,3476,2063,2999,1723,2277,1671,1627,575,1964,1743,2708,2726,1391,7093,795,924,696
FAM215A,1,13,1,8,26,9,10,0,3,5,2,43,1,1,123,11,8,0,3,7
FAM216A,35,943,29,799,324,581,540,269,460,2210,935,291,670,146,873,960,586,697,703,648
FAM216B,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
FAM217A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM217B,46,734,20,1205,834,1289,773,1025,736,2005,1082,609,1034,1248,2093,1300,807,969,1166,492
FAM218A,2,2,3,2,0,0,0,0,1,7,1,0,3,1,144,12,0,1,4,0
FAM219A,30,843,4,914,676,683,1004,616,588,597,211,711,663,699,581,420,1099,288,239,355
FAM219B,285,3373,245,4495,2478,3108,2193,2039,1850,4480,2208,2297,3843,2355,4670,3699,2964,5002,2981,3697
FAM21A,1,39,1,58,93,157,141,100,118,159,79,72,139,109,99,128,269,154,147,84
FAM21B,10,11,0,563,17,621,15,441,555,873,322,383,609,12,665,511,180,42,8,17
FAM21C,22,1001,12,1215,2148,1847,2524,1998,1814,2569,1399,1498,2577,2264,1559,2547,1427,1488,1796,1421
FAM220A,12,553,7,483,303,631,534,317,353,941,443,186,461,469,593,785,503,532,354,420
FAM221A,30,169,5,283,126,149,135,123,87,315,160,86,74,113,143,227,186,0,4,175
FAM221B,0,1,3,23,2,0,0,0,0,6,1,0,2,0,2,7,2,1,6,6
FAM222A,2,27,1,26,26,32,23,32,50,75,53,39,26,20,24,57,308,19,52,33
FAM222A.AS1,1,4,0,0,2,1,0,0,1,3,3,3,1,1,1,8,131,0,1,1
FAM222B,42,628,15,600,204,731,558,187,489,470,301,368,472,243,1060,695,785,597,377,252
FAM223A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM223B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM224A,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,2,0,0
FAM224B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM225A,7,3,0,12,42,57,22,33,56,17,10,44,36,20,56,9,104,6,2,7
FAM225B,0,4,1,0,6,17,7,15,7,5,8,7,10,14,22,4,29,0,0,2
FAM226A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM226B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM227A,31,13,3,32,27,261,52,2,84,40,64,24,291,1,228,140,40,84,51,136
FAM227B,3,118,2,52,42,116,84,27,29,146,61,45,164,31,77,35,19,77,53,108
FAM228A,0,3,0,14,5,7,8,7,4,6,3,4,11,23,6,10,8,4,16,10
FAM228B,168,1229,104,498,278,340,237,177,138,424,180,105,275,155,209,352,86,173,219,274
FAM229A,94,395,72,278,84,60,94,72,48,55,33,66,95,63,86,51,384,117,24,73
FAM229B,5,24,2,27,83,221,16,18,58,146,32,46,173,13,413,139,38,18,73,137
FAM22A,1,2,0,16,48,38,40,31,22,65,12,6,43,17,3,26,208,3,10,11
FAM22D,0,32,0,24,30,98,55,53,27,127,30,25,114,19,91,41,119,38,43,46
FAM22F,0,1,0,0,0,1,2,0,2,0,0,0,0,0,0,0,2,0,0,0
FAM22G,0,27,1,41,29,31,54,75,24,10,19,20,18,28,6,14,69,15,14,11
FAM230C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM24A,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM24B,16,222,17,90,61,107,43,39,45,72,0,33,53,57,1,61,0,1,90,39
FAM24B.CUZD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM25A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM25B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM25C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM25G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM26D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM26E,0,0,0,0,15,4,4,2,1,19,0,12,14,1,0,0,9,0,1,2
FAM26F,22,1,13,872,1460,346,604,486,619,3104,257,605,250,547,1201,163,1833,18,887,1476
FAM27A,5,0,0,28,18,6,12,1,18,1,6,2,2,7,18,9,7,2,3,5
FAM27B,0,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0
FAM27C,0,0,0,0,2,0,0,0,2,0,0,3,0,2,1,0,2,0,0,0
FAM27L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM32A,162,2699,79,3978,2312,3922,3554,3008,2817,4645,1964,1976,4208,2864,3254,3763,6290,2407,2570,3146
FAM35A,208,2177,190,1475,709,1526,1323,886,884,1657,1176,704,1657,882,584,2011,57,1377,1340,1351
FAM35BP,0,11,0,10,5,13,6,18,9,16,4,1,9,2,3,9,2,6,5,7
FAM35DP,9,54,9,43,29,58,11,57,45,45,19,6,96,18,50,46,0,25,37,16
FAM3A,638,2174,394,1951,867,1047,1466,823,1155,2129,964,733,1805,691,1672,1244,5329,1300,1112,1829
FAM3B,2,1,0,1,9,1,2,2,2,1,5,0,0,19,32,2,48,0,0,2
FAM3C,16,690,8,705,290,784,844,340,542,705,515,287,948,576,454,664,101,328,563,475
FAM3D,3,0,0,1,7,1,1,6,10,6,0,2,1,1,4,0,10,0,1,3
FAM41AY1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM41AY2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM41C,0,0,0,2,0,2,2,3,1,2,4,0,0,3,107,1,1,0,0,0
FAM43A,13,1050,9,1181,77,546,963,138,237,720,71,374,544,610,2111,347,1262,825,473,12
FAM43B,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FAM45A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM45B,3,61,11,79,74,165,130,69,158,122,83,58,65,113,27,196,8,23,62,58
FAM46A,395,2153,249,5580,8653,3830,1838,9866,8794,4671,12566,2106,5875,3194,3264,7562,2253,3192,4596,3942
FAM46B,0,0,0,8,10,2,4,7,2,17,0,26,2,0,20,2,18,1,14,0
FAM46C,89,146,40,2961,1368,1747,417,485,3855,1034,1969,619,2130,340,638,1277,915,1334,1980,1860
FAM46D,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM47A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM47B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM47C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM47E,17,11,10,7,39,163,6,15,8,72,4,3,11,23,26,78,3,2,42,136
FAM47E.STBD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM49A,13,54,25,1438,1087,3185,3012,2755,2193,1558,494,1344,1131,1926,1086,2108,188,75,680,361
FAM49B,119,3015,74,4911,10038,7766,6093,8665,7477,8384,3471,5219,5486,12058,2924,6869,2234,2536,4135,4156
FAM50A,1295,2169,615,3541,1577,1768,1574,1559,1897,1992,449,995,1384,1654,1036,1855,3406,460,989,1280
FAM50B,16,218,4,561,82,325,324,22,291,545,194,6,172,84,638,565,12,48,14,215
FAM53A,15,74,11,57,44,87,74,20,56,165,40,30,54,11,50,47,80,10,49,96
FAM53B,136,3476,70,2690,1793,3675,4442,3581,2653,5746,2348,2310,3895,2649,3195,2230,10800,1445,2135,2370
FAM53C,90,1327,29,2128,3851,3419,2502,3597,3421,3943,2921,2476,3940,2642,2766,2915,5062,2165,1853,2526
FAM57A,20,471,4,155,202,80,458,28,73,248,176,157,71,412,1093,123,440,151,76,105
FAM57B,1,44,1,10,29,1,1,7,5,6,5,0,0,1,3,11,63,0,5,9
FAM58A,48,444,36,624,228,533,443,279,336,683,231,275,486,369,462,505,854,408,351,624
FAM5B,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,5,3,0,0
FAM5C,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1
FAM60A,37,2865,19,1664,1558,3761,3228,974,2018,3941,3883,2322,5763,2074,1959,4282,683,3626,3490,3530
FAM63A,88,487,50,891,1331,1922,907,1726,1314,1476,625,1377,1673,2368,1773,1129,4247,1636,1289,1443
FAM63B,12,107,10,185,575,647,453,632,602,326,379,662,384,692,779,589,542,436,298,223
FAM64A,0,103,0,54,309,5,21,90,118,63,18,139,4,185,14,163,257,0,1,7
FAM65A,339,1706,138,3512,1499,3223,3963,3184,3264,2481,1736,2360,2221,2597,4580,2099,6162,1640,1405,991
FAM65B,168,1493,96,5117,10308,15451,11902,13373,14367,7562,969,8724,8384,21307,6632,12696,4655,2821,3160,5086
FAM65C,73,304,16,1246,860,147,23,43,100,291,18,919,882,143,9502,27,743,2,190,57
FAM66A,0,10,0,3,6,9,2,0,0,9,1,3,16,0,31,6,3,1,2,6
FAM66B,0,37,0,13,21,48,1,12,12,23,5,14,48,15,59,10,14,3,19,38
FAM66C,1,140,2,81,36,41,27,20,21,26,5,30,50,28,59,10,60,10,11,51
FAM66D,0,29,0,9,15,30,14,11,13,35,21,21,1,7,17,1,8,0,21,12
FAM66E,0,2,0,0,1,0,0,0,1,0,0,0,1,0,4,0,2,0,0,1
FAM69A,8,99,3,294,170,144,296,239,179,102,242,104,190,123,240,205,40,104,81,192
FAM69B,185,3345,53,2482,619,630,2660,268,303,3969,782,1225,1607,307,9946,754,6230,881,282,1086
FAM69C,0,0,0,1,0,0,30,0,0,6,0,10,1,0,0,0,2,0,1,0
FAM71A,0,0,0,2,12,0,3,2,5,0,0,2,3,0,1,1,0,0,0,4
FAM71B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FAM71C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM71D,1,3,0,4,1,2,2,1,2,0,2,0,2,0,2,2,0,1,0,0
FAM71E1,1,4,0,18,6,13,3,5,3,51,4,3,13,2,33,4,32,9,12,13
FAM71E2,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
FAM71F1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FAM71F2,2,10,3,20,31,19,16,11,19,9,2,8,5,9,20,19,22,12,2,10
FAM72A,2,91,0,74,82,31,22,60,214,30,159,73,22,31,21,197,15,16,35,48
FAM72B,5,149,3,110,163,44,37,78,321,82,277,89,28,47,32,268,123,25,81,51
FAM72D,19,70,4,98,79,22,18,44,240,35,169,68,10,22,5,199,15,9,46,40
FAM73A,35,391,30,467,348,814,788,477,706,695,586,475,629,514,617,820,174,483,499,467
FAM73B,385,2097,320,3006,1412,1579,1156,1174,1416,1521,1042,1188,2197,923,2127,1458,4973,1536,1285,1357
FAM74A1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FAM74A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM74A3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM74A4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM76A,16,344,9,427,315,420,416,400,408,373,228,270,343,246,438,555,126,413,340,446
FAM76B,51,1660,46,1662,1290,1612,1730,1590,1475,1746,1027,890,1364,1349,1417,1502,256,955,1009,966
FAM78A,447,4873,268,5305,1361,5389,5149,2530,4101,7155,3779,2670,3391,3105,3430,5491,12671,2941,4127,2191
FAM78B,1,1,1,1,1,1,0,0,0,1,0,2,1,0,0,2,2,1,0,0
FAM81A,0,3,1,59,44,24,22,9,0,18,2,7,2,4,2,15,2,17,45,27
FAM81B,8,5,6,12,15,110,7,4,14,72,3,0,103,0,11,56,16,136,74,121
FAM83A,1,6,2,11,38,337,2,2,16,1,10,56,47,0,1793,11,25,1,41,263
FAM83B,1,0,0,0,0,1,0,0,0,0,0,1,4,0,53,1,0,1,10,8
FAM83C,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FAM83D,28,185,9,224,185,34,13,56,257,98,203,300,75,50,91,310,517,10,109,82
FAM83E,1,2,0,4,2,2,2,1,1,3,2,6,4,1,6,2,5,1,0,1
FAM83F,0,0,0,22,23,0,0,8,0,25,0,5,2,0,11,2,0,0,1,0
FAM83G,3,21,1,91,53,147,154,72,131,266,61,178,225,138,619,156,372,82,163,447
FAM83H,68,8,10,84,248,348,396,182,201,162,247,88,885,153,251,164,336,41,41,256
FAM84A,0,1,0,3,0,0,0,0,0,0,0,378,4,0,0,0,12,0,0,19
FAM84B,49,612,1,489,100,78,263,71,237,246,844,353,215,357,4060,194,127,24,14,336
FAM86A,17,106,8,81,75,121,135,47,162,260,285,148,143,45,110,276,310,64,164,193
FAM86B1,14,40,3,17,40,51,15,7,46,33,106,30,138,13,84,63,77,15,3,79
FAM86B2,0,6,0,7,1,5,3,0,8,15,8,6,12,1,3,16,2,4,6,5
FAM86B3P,74,194,28,141,211,154,147,131,166,212,315,109,262,175,152,394,669,286,103,248
FAM86C1,15,165,9,65,69,125,101,41,173,233,244,124,218,28,258,183,231,125,210,192
FAM86C2P,25,89,27,59,53,99,76,21,78,173,158,63,134,14,205,184,116,93,82,149
FAM86DP,18,76,7,112,147,243,260,108,86,431,376,177,284,54,499,352,363,235,199,334
FAM86EP,17,70,4,42,42,83,68,20,99,167,162,44,136,8,140,221,106,69,127,126
FAM86FP,24,86,20,133,35,84,83,125,68,127,63,78,134,47,158,74,222,39,0,22
FAM86HP,52,90,46,293,107,93,112,43,70,206,98,29,119,19,344,111,298,104,59,164
FAM86JP,6,48,5,39,32,32,27,6,25,64,189,20,77,9,125,99,43,20,24,90
FAM89A,4,451,1,377,128,78,557,25,101,155,163,117,84,327,162,219,64,213,60,118
FAM89B,129,2468,59,2184,1431,1970,2605,1218,1534,2702,843,1722,1917,1771,2313,1365,4801,1124,1229,1597
FAM8A1,15,2162,4,1671,4085,1968,1921,2344,2231,1638,962,2099,2213,2772,3667,1179,1748,1747,919,807
FAM90A1,1,23,8,84,3,71,40,22,46,118,47,29,47,23,87,30,192,20,2,6
FAM90A10P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
FAM90A25P,4,0,0,0,8,4,0,1,2,3,13,0,2,0,3,2,2,0,0,5
FAM90A27P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM90A2P,0,0,0,0,4,2,0,1,0,0,2,0,0,0,2,0,0,0,1,0
FAM90A7P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM91A1,48,1435,22,2055,2266,3866,2975,3250,2690,2394,2150,1642,2607,3734,2473,3436,712,1704,1914,1359
FAM91A2,1,63,0,93,8,57,40,29,58,42,31,5,38,39,43,55,113,15,30,10
FAM92A1,177,758,36,283,237,402,69,60,184,585,199,200,116,145,609,625,72,90,518,478
FAM92A1P2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FAM92B,0,2,0,6,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,2
FAM95B1,9,38,4,66,76,1,2,8,0,2,15,1,6,26,17,0,8,4,2,1
FAM96A,40,1602,21,1966,1281,1780,1837,1444,1526,3151,1622,1054,1549,1914,1290,2217,1233,1062,1426,1311
FAM96B,67,1526,41,1409,814,1213,1249,780,1402,1955,737,949,1350,937,1082,1658,2991,1061,998,1501
FAM98A,52,859,53,867,526,1295,537,402,1293,1426,1008,749,1063,448,867,1972,511,657,1306,854
FAM98B,17,522,4,407,456,1000,545,328,646,1341,821,946,936,450,1047,1323,285,577,842,761
FAM98C,54,511,34,647,432,379,507,474,462,794,247,359,491,287,423,363,1732,588,294,455
FAM99A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM99B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM9A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM9B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM9C,0,0,0,1,5,0,3,3,1,0,0,2,1,0,1,0,1,0,0,0
FAN1,114,1554,44,1418,819,1600,800,567,1190,1673,1719,843,1528,596,1646,1718,1063,949,1248,1201
FANCA,111,2598,41,948,1354,554,554,617,1096,1680,1235,735,232,642,330,1791,1960,288,922,734
FANCB,30,149,4,87,256,147,88,211,173,207,231,200,109,180,76,291,18,46,174,109
FANCC,4,274,2,216,271,378,202,144,202,417,286,345,233,311,402,346,470,94,187,275
FANCD2,302,6049,155,1941,1936,711,410,879,1452,1704,1447,907,525,1217,367,2337,750,515,1203,710
FANCD2OS,0,2,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
FANCE,49,487,23,414,582,306,393,383,485,965,555,629,262,714,781,565,2256,276,296,589
FANCF,78,1094,15,995,185,1355,443,157,508,973,707,426,700,425,1726,1226,823,935,716,715
FANCG,322,1911,209,1439,1418,776,375,512,938,2378,966,922,650,667,1148,1731,3373,366,1238,1164
FANCI,264,2083,119,1249,2540,1394,559,1311,2088,3111,2536,1415,772,2168,670,3807,498,466,2495,1617
FANCL,42,1546,14,732,441,853,407,339,522,830,524,516,503,299,800,711,100,487,735,379
FANCM,23,404,11,367,333,620,404,354,453,690,585,300,399,284,654,998,179,436,451,262
FANK1,49,25,28,101,6,99,31,6,49,46,20,5,181,1,108,58,38,18,53,96
FAP,0,0,1,2,4,2,0,0,6,0,0,6,0,0,1,0,0,2,0,0
FAR1,234,5387,87,5055,2990,6488,3579,5371,5905,3702,3444,3350,2771,6701,2228,4913,462,1832,3199,1604
FAR2,25,652,9,1014,2886,2660,1734,2314,1430,2824,1105,2495,1951,4699,992,2178,1365,1424,1732,1613
FARP1,1,4,1,14,21,27,21,23,11,29,4,46,12,18,165,1,41,3,1,2
FARP2,25,123,12,137,114,324,338,137,290,186,199,256,315,50,842,385,129,253,199,218
FARS2,29,452,25,313,373,529,526,181,460,808,502,401,802,221,492,909,469,559,508,887
FARSA,311,3660,249,2997,2224,2250,2141,1236,2936,6507,4252,2174,3981,1284,2851,5720,10614,3187,4113,3638
FARSB,366,2560,367,1262,1144,1126,1198,752,1080,2854,2107,946,1445,523,1094,2836,241,1013,1776,2303
FAS,35,928,4,1076,1460,1674,977,1148,1809,1697,439,1309,1146,2367,194,1138,350,894,1172,305
FAS.AS1,0,20,0,17,62,5,9,22,39,10,10,25,7,15,7,9,3,7,9,4
FASLG,1,12,1,30,5,5,10,2,94,15,2,44,17,15,14,2,29,7,6,1
FASN,485,4304,169,3030,3625,2738,4601,2002,4196,5610,8368,5338,4191,2415,8212,6766,15113,2893,5530,5519
FASTK,580,4715,451,4438,1395,1552,1603,1182,1361,2435,1389,554,2060,1002,1097,1822,5238,1973,1482,1650
FASTKD1,473,4255,299,2051,562,2143,1144,602,1645,2069,2177,1027,1553,477,1462,2276,125,1714,1968,1659
FASTKD2,152,1061,49,1084,560,1385,1264,540,1110,2463,1565,895,1431,552,1605,2273,148,1251,1971,1223
FASTKD3,42,417,23,500,190,526,297,227,347,443,357,232,303,298,255,698,17,313,276,227
FASTKD5,72,1034,15,1182,759,1225,1324,983,1035,934,722,593,908,681,783,1288,267,571,727,809
FAT1,3,0,0,9,58,32,158,0,1,3,1,259,0,0,2,0,12,1,3,10
FAT2,6,36,4,88,53,133,96,201,95,21,48,32,90,67,20,84,68,69,65,54
FAT3,0,0,0,0,3,1,157,0,0,0,2,28,5,0,9,2,2,0,0,0
FAT4,0,3,0,1,17,0,0,1,6,2,1,5,1,9,3431,3,3,0,3,1
FATE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAU,248,18112,115,16936,10366,9222,15030,10665,10349,27788,11386,9357,15635,10798,21448,13513,42224,14006,11184,16191
FAXC,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBF1,120,906,54,570,556,771,329,190,565,815,373,254,753,144,395,625,1191,323,484,675
FBL,319,10643,220,7671,3529,3281,5780,2343,3485,11344,6017,3193,5317,2084,7702,6141,8042,3284,4659,7244
FBLIM1,0,0,0,5,0,10,11,0,4,3,1,5,4,0,1,0,10,1,5,0
FBLL1,5,0,7,1,3,1,0,1,0,2,0,1,1,4,0,7,10,24,3,12
FBLN1,0,9,0,0,0,0,0,2,11,3,4,34,0,36,109,0,18,0,5,0
FBLN2,0,1,0,56,73,39,79,11,18,37,2,139,4,8,390,65,203,3,2,1442
FBLN5,0,1,0,54,375,14,4,256,41,264,4,26,36,246,34,19,168,4,16,7
FBLN7,3,1,0,11,3,5,13,2,9,6,2,1,25,3,27,4,9,1,4,3
FBN1,7,111,0,53,1652,657,325,121,1002,382,1320,807,290,573,4350,477,2635,53,205,359
FBN2,6,2,0,1021,1769,390,575,3684,1759,194,3318,666,21,8606,373,1724,1704,3,829,141
FBN3,1,0,0,1,10,1,0,10,0,0,0,0,13,1,0,1,56,1,0,4
FBP1,15,8,6,1022,606,1169,1893,2603,761,419,40,690,571,975,49,1098,1744,4,80,50
